Average_search_time, Winner
2.6333333333333333,WHITE
3.1,BLACK
3.3666666666666667,WHITE
2.870967741935484,WHITE
3.730769230769231,BLACK
2.6666666666666665,WHITE
2.6551724137931036,BLACK
2.3,WHITE
2.7333333333333334,WHITE
5.551724137931035,BLACK
2.6333333333333333,BLACK
2.4,WHITE
2.3448275862068964,BLACK
2.161290322580645,WHITE
0.06281156530408774,WHITE
0.0,BLACK
3.3333333333333335,WHITE
2.8,WHITE
